"No.Courge","X.Par","Traitement","TRT..","Rep1","Poids_g","HV.Pseudo","HV.Pénétrant","Pseudo.Cicatrice","Pseudo.bosse","Black.Rot"
"1374",33,24,"Rye+Gly",2,6,1690,1,0,0,0,0
"1375",34,24,"Rye+Gly",2,6,1950,1,0,5,0,0
"1376",35,24,"Rye+Gly",2,6,1350,0,0,0,0,0
"1377",36,24,"Rye+Gly",2,6,1470,0,0,5,0,0
"1378",37,24,"Rye+Gly",2,6,2770,1,0,0,0,0
"1379",38,24,"Rye+Gly",2,6,1630,0,0,0,0,0
"1380",39,24,"Rye+Gly",2,6,990,0,0,1,1,0
"1381",40,24,"Rye+Gly",2,6,1770,0,0,0,0,0
"1382",41,24,"Rye+Gly",2,6,1600,1,0,0,0,0
"1383",42,24,"Rye+Gly",2,6,560,0,0,5,0,0
"1384",43,24,"Rye+Gly",2,6,1030,0,0,1,5,0
"1385",44,24,"Rye+Gly",2,6,2220,0,0,0,0,0
"1386",45,24,"Rye+Gly",2,6,2270,0,15,0,0,0
"1387",46,24,"Rye+Gly",2,6,660,0,0,0,0,0
"1388",47,24,"Rye+Gly",2,6,1200,0,0,0,0,0
"1389",48,24,"Rye+Gly",2,6,1570,0,0,0,0,0
